particle_id,frame_num,particle_num,time_stamp_s,ecd_um,area_pixels,perimeter,circularity,intensity_mean,intensity_std,intensity_min,intensity_max,max_feret_diam_um,aspect_ratio,x_left,x_right,y_top,y_bottom,edge_particle,experiment,step,type,ml_type_proba
1,1,2,0,5.625,63,43.87,0.64,754.49,37.08,664,799,9.125,0.84,1100,1111,315,326,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent globular,101
25,7,4,0.655,7.625,89,38.97,0.86,610.66,166.95,239,799,10.875,0.64,577,588,409,419,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
38,13,3,1.31,5.375,62,35.04,0.8,666.81,124.97,356,799,7.375,0.69,576,586,405,413,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
42,14,3,1.419,5.875,67,32.49,0.89,646.6,134.48,347,799,7.625,0.75,347,355,627,635,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
43,14,4,1.419,10.375,126,57.28,0.69,633.3,148.32,260,799,14.125,0.62,642,657,924,936,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense fibral,101
44,15,1,1.528,7.125,80,42.38,0.75,694.19,82.77,499,799,14.625,0.34,835,850,800,808,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense fibral,101
53,19,3,1.965,13.125,168,52.87,0.87,511.98,223.14,105,798,13.375,0.92,900,914,880,894,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
59,21,3,2.184,5.375,62,31.9,0.88,644.05,124.24,370,797,7.375,0.61,228,238,491,497,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
96,34,1,3.603,14.125,186,64.87,0.75,634.33,127.21,358,798,19.375,0.67,797,814,359,374,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense fibral,101
98,34,3,3.603,32.875,674,126.4,0.73,488.15,187.39,82,798,48.125,0.56,538,563,932,973,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
106,39,2,4.149,6.625,76,36.14,0.86,573.37,198.48,212,796,8.625,0.68,908,919,758,766,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
119,44,3,4.695,6.375,73,40.04,0.76,700.42,70.58,565,798,13.125,0.36,342,353,111,123,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
171,63,7,6.77,7.125,82,37.38,0.86,722.3,65.05,582,798,7.875,0.92,978,988,810,819,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
176,67,2,7.207,5.875,68,32.73,0.89,686.66,103.7,428,799,6.375,0.86,836,844,969,978,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
187,71,2,7.644,5.625,65,41.21,0.69,742.26,49.34,617,798,9.875,0.55,1060,1071,307,314,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
240,89,3,9.609,7.875,90,45.14,0.74,673.04,91.76,447,799,14.625,0.36,356,363,460,476,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense fibral,101
243,90,1,9.718,5.125,59,41.28,0.66,699.9,94.41,475,798,7.875,0.62,1233,1241,465,475,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
256,93,3,10.046,10.625,128,56.87,0.71,637.41,132.75,312,799,21.375,0.34,561,580,778,789,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense fibral,101
265,95,1,10.264,5.125,59,39.63,0.69,746.15,41.68,640,798,7.875,0.54,76,83,372,382,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent globular,101
290,104,1,11.247,8.625,102,54.63,0.66,724.42,66.47,505,799,14.625,0.56,139,155,443,453,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent globular,101
330,115,6,12.448,11.875,149,59.46,0.73,551.33,225.23,103,799,20.625,0.41,1010,1031,790,800,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense fibral,101
331,115,7,12.448,5.625,63,31.31,0.9,607.59,166.85,233,799,6.375,0.76,159,168,862,869,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
340,118,3,12.776,16.875,240,69.18,0.79,561.86,212.14,103,799,21.875,0.76,445,466,548,565,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
346,119,6,12.885,7.125,80,44.46,0.71,743.75,54.52,593,797,9.375,0.8,8,18,798,810,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent globular,101
355,124,2,13.431,22.125,360,77.84,0.86,500.18,209.71,134,799,24.375,0.87,958,982,392,414,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
357,124,4,13.431,7.625,86,44.87,0.73,692.06,90.36,442,798,11.875,0.59,909,919,782,794,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
361,125,4,13.54,6.625,74,46.11,0.66,754.46,30.12,688,799,13.125,0.36,388,397,516,530,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent fibral,101
471,170,2,18.454,6.125,70,45.8,0.65,745.3,43.53,641,798,14.125,0.36,1267,1273,877,892,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent fibral,101
477,173,1,18.782,5.375,62,33.31,0.84,688.61,104.42,430,794,7.875,0.72,472,480,287,296,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
512,184,3,19.983,7.375,83,40.14,0.8,652.18,107.74,430,799,12.375,0.42,686,700,430,437,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
521,187,3,20.311,8.125,93,51.11,0.67,653.32,157.16,266,798,13.125,0.58,1061,1070,834,849,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
523,188,1,20.42,9.875,118,52.46,0.73,616.31,176.6,228,799,13.375,0.7,1232,1247,32,44,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
531,189,5,20.529,6.125,70,38.8,0.76,662.24,137.32,324,799,8.125,0.68,888,899,860,868,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
534,190,3,20.638,30.625,604,123.15,0.71,308.25,301.07,1,799,34.625,0.92,772,801,950,976,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
535,190,4,20.638,21.875,352,82.43,0.81,346.44,264.93,10,799,26.875,0.91,544,566,967,989,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
548,196,1,21.294,7.375,85,52.28,0.63,750.8,40.98,632,797,10.875,0.78,603,614,134,146,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent globular,101
559,200,2,21.73,6.875,79,44.21,0.71,710.56,60.58,579,799,13.375,0.37,590,605,268,275,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
569,204,1,22.167,7.875,92,39.97,0.85,636.47,141.91,315,797,8.625,0.86,376,387,936,946,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
591,215,1,23.368,10.625,130,48.38,0.84,546.97,197.29,124,799,14.125,0.65,665,677,111,125,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
612,224,1,24.351,5.125,58,41.46,0.65,762.36,31.42,695,799,8.625,0.59,813,824,438,445,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent globular,101
628,231,2,25.116,9.125,108,41.31,0.89,542.05,223.29,118,799,10.625,0.86,1182,1193,327,337,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
685,250,1,27.19,6.375,73,33.31,0.91,569.55,189.18,202,799,7.875,0.7,569,579,230,237,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
700,259,2,28.173,7.875,91,44.97,0.75,753.96,31.2,668,798,11.875,0.58,580,593,403,411,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent globular,101
703,262,1,28.501,8.375,97,53.53,0.65,752.89,53.29,566,799,14.125,0.47,739,748,376,391,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent fibral,101
705,263,2,28.61,5.625,64,32.97,0.86,551.7,195.25,165,797,6.375,0.85,611,619,736,745,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
707,264,2,28.719,5.625,63,41.14,0.68,723.22,64.57,581,798,11.875,0.37,22,35,947,953,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent fibral,101
710,266,1,28.938,14.375,194,74.36,0.66,727.11,53.29,589,798,23.625,0.59,626,649,679,693,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,translucent fibral,101
754,283,3,30.794,6.875,78,41.63,0.75,695.42,72.09,548,798,13.125,0.37,78,91,698,708,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
776,292,3,31.777,21.875,350,95.98,0.69,428.95,283.87,37,799,28.375,0.63,138,162,971,992,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,air bubble,101
807,306,2,33.306,7.625,89,38.21,0.88,546.18,202.11,144,797,9.625,0.71,657,667,238,249,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
818,308,4,33.524,10.125,121,49.04,0.8,628.24,163.3,209,798,12.375,0.7,348,360,820,833,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
833,315,2,34.288,14.125,187,63.53,0.76,589.52,159.26,255,799,17.875,0.7,99,118,470,485,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
845,322,4,35.053,9.125,108,46.97,0.78,613.73,151.48,257,798,13.125,0.55,574,589,1006,1015,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
863,327,1,35.599,8.875,103,46.38,0.78,581.63,187.64,154,797,13.375,0.54,402,411,54,69,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
888,336,3,36.582,6.875,79,47.8,0.66,725.18,63.38,567,799,11.375,0.57,825,838,706,713,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
898,340,2,37.018,7.375,84,47.46,0.68,690.19,114.59,383,799,11.875,0.53,641,650,680,693,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
901,341,3,37.128,35.125,759,126.57,0.77,376.03,264.96,0,799,40.125,0.83,904,937,433,465,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
903,342,2,37.237,21.125,336,83.43,0.78,526.77,177.15,108,799,26.875,0.7,484,507,227,249,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
910,346,1,37.674,5.125,59,29.31,0.93,665.63,126.38,357,799,4.875,0.88,1194,1202,202,209,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
912,347,1,37.783,6.625,75,38.56,0.8,711.65,71.41,546,798,10.125,0.59,1267,1278,66,75,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
939,354,4,38.547,14.375,193,57.63,0.85,451.25,262.9,35,799,18.125,0.69,489,502,389,406,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
956,362,1,39.421,8.625,101,45.97,0.77,646.33,123.78,326,797,12.125,0.62,752,766,32,42,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
974,368,2,40.076,5.375,61,32.9,0.84,625.44,147.96,284,797,7.375,0.7,678,685,108,117,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
998,377,1,41.059,11.125,139,61.7,0.68,743.37,44.56,610,799,15.625,0.62,244,261,323,334,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
999,377,2,41.059,8.375,96,39.38,0.88,631.65,156.1,260,799,8.625,0.9,874,885,349,359,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1003,379,2,41.277,5.125,59,32.56,0.84,742.14,48.6,629,799,6.625,0.87,696,705,91,99,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1016,383,2,41.714,8.625,101,48.38,0.74,662.26,105.5,462,798,17.375,0.34,924,933,355,372,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1024,384,5,41.823,5.625,65,36.8,0.78,696.22,73.26,569,799,7.875,0.61,444,455,282,289,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1043,391,3,42.588,7.375,85,46.87,0.7,719.54,61.21,590,799,13.125,0.43,284,296,350,361,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1075,397,4,43.243,6.125,69,33.31,0.88,617.97,160.58,268,799,7.375,0.72,39,49,976,983,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1087,403,2,43.898,6.375,73,45.97,0.66,752.26,35.14,655,799,11.875,0.44,839,845,365,379,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1091,405,1,44.116,32.125,649,109.74,0.82,309.59,287.58,0,799,40.625,0.69,1160,1195,282,308,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1101,412,2,44.881,8.125,93,44.63,0.77,689.91,94.52,470,798,14.875,0.44,651,664,79,90,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1129,423,1,46.082,5.125,60,41.8,0.66,756.7,36.06,675,798,13.125,0.4,45,56,80,90,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1148,426,5,46.41,26.125,467,90.74,0.84,291.56,278.18,0,798,29.875,0.75,839,866,949,973,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1151,429,1,46.737,5.125,58,31.49,0.86,620.1,140.41,331,799,6.375,0.73,570,579,504,510,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1177,440,2,47.938,18.875,284,75.77,0.79,496.8,219.58,86,799,21.625,0.89,290,309,365,386,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1269,472,1,51.433,6.875,78,37.8,0.83,637.04,140.71,337,799,10.125,0.58,1148,1160,75,83,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1295,479,4,52.197,22.625,368,94.74,0.72,442.18,218.97,45,799,31.125,0.69,474,502,657,677,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1347,491,3,53.508,5.875,68,41.63,0.7,776.84,15.23,741,799,9.875,0.62,446,456,491,501,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1358,496,1,54.054,8.875,103,39.97,0.9,488.39,232.69,113,797,9.125,0.85,7,18,65,75,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1360,496,3,54.054,13.125,170,56.04,0.82,449.55,257.93,46,799,19.375,0.54,1002,1021,564,576,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1362,497,1,54.163,9.375,110,40.97,0.91,518.25,226.09,134,799,10.625,0.79,1178,1190,54,64,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1387,504,5,54.927,10.625,131,47.38,0.86,468.87,243.59,72,798,12.125,0.84,1162,1175,837,848,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1394,505,6,55.036,5.375,61,30.73,0.9,655.66,128.25,369,796,6.125,0.77,1079,1086,786,795,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1438,521,2,56.784,8.625,102,52.87,0.68,648.51,164.43,185,799,17.625,0.38,86,101,975,987,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1458,531,3,57.876,8.875,104,49.28,0.73,613.7,165.28,242,799,11.375,0.63,1150,1162,391,404,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1492,544,2,59.295,5.125,59,32.73,0.83,698.88,81,516,798,6.625,0.73,1117,1127,71,78,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1538,559,6,60.933,6.125,69,35.38,0.83,637.72,145.53,291,796,7.875,0.82,219,229,948,957,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1566,567,1,61.807,14.375,191,68.36,0.72,638.02,163.19,189,799,19.875,0.61,658,674,275,293,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1582,572,2,62.353,7.125,82,38.38,0.84,681.33,112.27,403,799,7.375,0.93,451,460,446,456,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1643,592,1,64.537,5.625,63,31.31,0.9,636.62,138.3,344,799,6.625,0.78,450,459,1,8,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1666,603,1,65.738,5.875,68,35.31,0.83,672.09,93.75,450,799,8.625,0.56,797,808,689,696,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1676,607,1,66.175,7.875,90,40.8,0.82,610.26,165.43,246,798,11.625,0.6,274,288,654,662,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1681,608,4,66.284,47.125,1250,156.85,0.8,212.65,269.59,0,799,56.375,0.8,417,457,775,823,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1713,617,1,67.267,23.875,405,97.74,0.73,390.11,281.59,10,799,35.125,0.56,998,1018,232,264,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1778,644,2,70.215,6.625,74,35.73,0.85,624.14,160.16,223,799,8.875,0.64,142,149,545,556,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1780,645,1,70.324,7.375,84,36.73,0.88,640.17,145.47,270,799,9.625,0.68,1122,1130,535,546,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1799,651,7,70.98,12.875,165,62.46,0.73,537.9,217.91,109,798,19.375,0.5,672,691,993,1003,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1801,653,1,71.198,8.125,95,49.21,0.7,702.24,91.93,472,799,12.125,0.71,1236,1247,148,158,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1857,671,1,73.164,6.875,79,45.7,0.69,709.46,69.93,552,799,13.875,0.41,337,351,585,594,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1888,683,1,74.474,8.625,99,39.56,0.89,653.34,115.7,404,799,9.125,0.93,391,402,569,579,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1952,704,1,76.767,7.375,85,36.97,0.88,691.34,84,477,798,8.375,0.79,576,586,240,250,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1968,709,2,77.313,7.875,90,36.73,0.92,540.5,197.28,166,798,8.875,0.85,273,283,323,332,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1987,715,3,77.968,6.875,79,37.38,0.84,578.85,200.41,143,798,9.125,0.73,762,772,146,156,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
1996,716,5,78.078,6.625,74,49.21,0.62,749.31,42.34,629,799,15.125,0.36,994,1008,703,713,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
2043,732,1,79.825,18.875,280,107.4,0.55,680.07,123.45,248,799,29.125,0.79,1008,1034,71,95,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
2061,739,1,80.589,16.375,228,82.84,0.65,640.07,129.22,327,799,28.625,0.38,542,568,183,196,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,protein,101
2075,744,1,81.135,8.625,99,39.38,0.9,518.98,195.56,207,799,9.125,0.85,269,280,282,292,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2111,757,1,82.555,10.625,129,53.11,0.76,699.18,93.93,424,799,13.875,0.82,1124,1137,237,250,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2139,773,1,84.302,5.875,66,33.56,0.86,587.61,183.96,178,796,5.875,0.87,551,560,25,33,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2162,785,2,85.612,6.875,79,36.14,0.87,533.18,203.81,131,799,9.125,0.65,293,301,688,699,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2178,793,3,86.486,13.875,185,61.87,0.78,502.7,219.02,103,799,18.625,0.74,256,273,873,886,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2179,793,4,86.486,12.375,159,59.04,0.76,550.2,229.99,103,799,17.375,0.68,1121,1137,947,960,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2200,800,1,87.25,15.625,215,63.46,0.82,486.51,257.65,49,799,21.875,0.59,519,540,1,14,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2229,812,3,88.561,8.125,93,40.14,0.85,578.8,181.63,212,799,11.875,0.53,142,156,424,431,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2291,835,2,91.072,15.875,218,62.94,0.83,412.61,272.04,24,798,21.875,0.59,147,161,615,636,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2391,872,1,95.113,5.625,65,34.49,0.83,680.12,96.45,468,798,9.375,0.47,307,312,763,775,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2406,877,2,95.659,18.375,270,78.25,0.74,478.67,259.46,28,799,22.125,0.84,154,175,310,329,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2412,879,1,95.877,12.125,154,72.77,0.6,725.16,63.45,564,799,21.125,0.43,892,902,781,802,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2447,895,3,97.624,7.875,92,41.14,0.83,696.67,89.09,511,798,10.625,0.72,187,197,552,562,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2452,897,4,97.843,7.125,81,39.31,0.81,671.25,137.52,301,798,8.375,0.83,1241,1251,865,875,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2481,907,1,98.935,21.875,350,81.53,0.81,398.54,263.65,32,799,28.125,0.58,1175,1192,564,589,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2494,914,1,99.699,7.375,85,39.14,0.83,563.92,178.22,227,799,11.625,0.5,548,562,132,138,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2503,917,3,100.027,8.125,94,54.87,0.63,747.73,38.36,650,799,16.125,0.35,85,94,160,176,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2509,918,3,100.136,7.375,84,37.31,0.87,589.57,177.02,248,799,10.125,0.61,1259,1270,736,744,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2521,922,2,100.573,8.875,105,43.21,0.84,521.39,214.49,129,798,12.375,0.6,110,120,1006,1019,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2529,925,2,100.9,5.625,64,32.97,0.86,571.3,185.07,187,799,6.625,0.81,551,560,174,182,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2548,931,2,101.556,5.625,64,31.31,0.91,556.97,192.96,174,799,6.625,0.75,757,766,712,719,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2554,933,2,101.774,8.625,100,49.7,0.71,626.2,167.44,159,794,13.625,0.57,996,1011,841,851,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2592,950,2,103.63,6.375,73,41.21,0.73,649.04,128.16,365,799,10.875,0.52,105,116,797,805,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2608,955,1,104.176,7.875,92,46.38,0.73,683.53,115.07,356,799,12.875,0.54,1135,1148,160,170,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2619,961,1,104.832,5.125,58,31.73,0.85,654.79,124.3,390,799,7.125,0.65,132,142,867,873,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2623,962,3,104.941,11.625,146,63.7,0.67,641.72,129.61,322,797,18.875,0.58,328,342,783,802,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
2635,966,3,105.378,8.125,94,38.14,0.9,501.09,231.53,104,796,8.875,0.81,255,264,507,518,FALSE,AHF_20151014_Galactic,14 GIV6 LN20150206_5200-3196_151014-132747,dense globular,101
