particle_id,frame_num,particle_num,time_stamp_s,ecd_um,area_pixels,perimeter,circularity,intensity_mean,intensity_std,intensity_min,intensity_max,max_feret_diam_um,aspect_ratio,x_left,x_right,y_top,y_bottom,edge_particle,experiment,step,type,ml_type_proba
15395,594,1,64.126,8.125,95,50.63,0.68,736.52,57.95,580,799,13.125,0.61,961,974,70,82,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15397,594,3,64.126,6.625,76,34.56,0.89,669.82,116.5,428,798,7.125,0.87,582,592,645,653,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15447,604,3,65.199,27.875,518,101.33,0.8,404.23,230.68,66,797,39.375,0.62,1203,1238,462,482,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15504,614,3,66.249,5.375,61,31.31,0.88,711.74,72.54,551,796,7.375,0.73,1134,1143,336,343,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15521,617,4,66.579,14.125,189,69.6,0.7,576.48,218.97,107,799,23.125,0.52,1096,1112,459,479,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15522,617,5,66.579,5.125,59,35.56,0.77,742.83,45.55,649,797,10.125,0.45,58,69,713,721,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15545,621,2,66.997,5.125,58,34.56,0.78,741.53,46.02,640,797,8.125,0.51,546,557,297,302,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15551,622,5,67.106,5.375,62,49.7,0.56,761.48,32.78,669,799,14.625,0.33,333,339,330,346,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15631,636,4,68.629,6.125,71,34.73,0.86,644.77,129.31,384,799,7.375,0.88,332,341,587,596,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15706,646,7,69.689,7.375,85,37.97,0.86,614.53,159.55,260,798,9.125,0.72,1257,1267,179,189,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15713,647,2,69.779,18.625,277,92.77,0.64,556.42,205.05,110,799,33.125,0.45,165,191,242,262,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15731,650,4,70.109,8.375,96,49.87,0.7,741.65,71.76,524,799,10.625,0.91,195,208,337,349,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15760,654,4,70.529,8.375,97,46.63,0.75,598.55,190.89,196,797,12.125,0.79,1255,1266,882,894,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15778,657,4,70.857,33.375,694,114.98,0.81,272.73,279.45,0,799,42.125,0.62,782,808,360,397,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15800,661,4,71.294,5.375,62,39.21,0.71,740.63,56.28,596,799,9.625,0.65,322,333,205,214,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15809,662,2,71.403,6.125,69,44.46,0.66,744.43,50.83,638,799,11.125,0.57,1212,1221,196,208,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15837,666,4,71.84,6.375,72,37.97,0.79,753.35,35.76,678,799,7.875,0.89,1055,1065,418,427,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15915,679,6,73.259,13.625,178,64.36,0.73,631.21,148.75,260,800,20.875,0.5,1092,1107,817,838,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15926,681,3,73.478,5.375,62,34.73,0.8,626.6,169.23,244,797,8.625,0.64,194,205,558,565,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15954,686,7,74.024,6.625,74,40.38,0.76,650.68,135.95,321,799,9.875,0.65,592,600,958,970,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
15979,691,1,74.57,21.375,340,92.74,0.7,464.62,265.08,45,799,25.875,0.71,1216,1236,123,148,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16086,709,6,76.535,13.875,184,66.94,0.72,657.63,126.72,307,826,20.875,0.55,604,625,783,795,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16094,711,3,76.754,5.375,62,42.46,0.66,754.06,33.02,688,799,10.625,0.46,766,773,681,694,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16118,715,2,77.19,8.625,101,39.73,0.9,544.82,220.54,108,799,9.125,0.93,722,732,151,161,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16137,719,2,77.627,5.125,58,34.73,0.78,700.64,80.49,531,798,8.625,0.54,1245,1256,249,254,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16150,721,1,77.846,6.875,79,38.97,0.81,616.22,148.29,308,798,9.375,0.63,276,288,106,113,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16167,724,2,78.173,5.375,61,34.38,0.81,728.59,56.97,611,799,7.625,0.6,828,836,270,279,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16175,725,5,78.282,6.875,77,36.73,0.85,689.6,71.01,563,798,9.375,0.6,105,117,716,723,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16180,726,3,78.392,7.375,83,38.56,0.84,691.65,77.59,510,797,9.875,0.61,1044,1056,705,713,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16199,729,7,78.719,12.875,166,58.04,0.79,586.45,198.12,133,799,18.875,0.55,44,58,888,904,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16235,734,1,79.265,5.625,65,43.53,0.66,719.38,73.94,515,799,10.875,0.43,94,106,115,125,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16275,740,1,79.92,5.875,67,34.38,0.84,602.33,167.86,239,798,7.125,0.82,122,131,17,26,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16281,741,3,80.03,5.625,63,30.73,0.92,552.49,198.59,150,798,5.625,0.9,273,281,973,981,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16329,752,1,81.218,5.125,59,33.14,0.82,702.83,83.54,481,793,7.875,0.61,691,699,64,73,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16343,755,2,81.548,5.875,68,32.14,0.91,551.85,204.86,150,797,5.625,0.92,920,928,287,296,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16374,761,2,82.178,9.125,106,45.38,0.8,651.38,142.21,316,797,11.875,0.73,892,902,375,388,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16384,763,5,82.388,5.125,58,29.9,0.9,583.71,175.89,206,797,5.125,0.87,16,23,564,572,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16466,778,7,84.005,5.125,59,31.14,0.87,606.54,159.05,297,799,5.625,0.86,338,346,489,497,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16474,779,3,84.114,6.875,78,43.14,0.73,718.29,61.1,567,799,12.125,0.39,170,184,642,648,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air aggregate,101
16501,783,2,84.551,7.375,85,54.18,0.6,754.82,28.18,676,799,21.625,0.19,125,138,768,787,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16522,787,1,84.983,8.375,98,45.97,0.76,653.78,107.48,439,797,15.625,0.36,249,266,82,89,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16526,787,5,84.983,14.375,190,87.67,0.56,717.33,64.76,565,799,25.375,0.53,265,286,594,610,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16531,788,1,85.083,8.125,93,44.31,0.77,651.55,107.77,424,798,13.625,0.39,1021,1036,75,81,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16535,788,5,85.083,14.625,195,81.67,0.61,710.41,70.2,528,799,19.625,0.9,1229,1245,584,602,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16558,791,5,85.393,5.625,63,30.73,0.92,530.75,205.51,153,786,6.125,0.81,109,118,854,861,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16565,792,2,85.513,6.125,71,36.97,0.81,597.45,187.44,187,799,7.875,0.71,1207,1218,844,851,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16589,797,4,86.023,6.125,69,33.73,0.87,571.64,174.35,225,797,7.125,0.82,375,384,470,478,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16597,798,4,86.143,6.625,76,37.07,0.83,747.64,37.25,670,801,8.875,0.84,6,14,390,399,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16599,798,6,86.143,5.125,58,30.56,0.88,579.67,185.61,180,798,4.625,0.98,963,971,885,893,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16624,804,3,86.763,12.625,163,66.18,0.68,557.7,198.46,136,799,19.875,0.49,1090,1109,120,133,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16645,807,2,87.083,5.875,66,43.8,0.66,749.35,55.27,591,799,14.125,0.34,371,377,390,406,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16723,819,3,88.359,12.125,153,64.21,0.68,559.98,184.81,172,798,24.875,0.29,1059,1083,865,873,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16762,825,4,88.979,6.625,74,34.49,0.88,583.86,177.84,210,799,8.375,0.67,877,884,500,510,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16826,834,8,89.929,14.625,195,62.11,0.8,443.01,269.48,18,799,18.625,0.71,746,761,928,945,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
16849,837,1,90.247,7.875,92,55.53,0.61,717.77,79.35,509,799,13.375,0.63,207,222,72,81,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17014,861,3,92.868,28.875,549,106.74,0.78,297.29,291.46,0,799,33.875,0.74,728,753,479,508,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17041,865,6,93.305,5.875,66,32.56,0.88,538.65,206.01,151,794,7.125,0.76,897,904,743,753,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17070,870,4,93.851,5.625,64,31.9,0.89,592.89,175.59,226,799,7.125,0.77,401,409,783,791,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17105,875,6,94.397,7.375,84,40.8,0.8,680.04,100.53,428,798,11.375,0.51,549,557,764,777,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17117,877,4,94.615,6.875,77,35.56,0.87,540.77,186.7,230,799,9.125,0.62,425,434,279,289,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17121,878,3,94.724,5.875,67,36.21,0.8,633.81,139.73,324,798,8.625,0.61,66,74,279,290,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17157,884,1,95.38,7.625,88,48.63,0.68,687.9,125.7,340,799,9.125,0.83,682,692,53,64,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17163,885,1,95.489,7.375,84,43.8,0.74,750.15,36.41,680,799,9.875,0.82,652,663,65,74,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17173,886,4,95.598,9.375,112,47.38,0.79,687.98,85.55,481,799,14.375,0.53,628,644,326,335,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17178,887,3,95.707,7.125,81,43.14,0.74,709.75,69.92,548,798,10.875,0.58,10,23,378,387,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17180,887,5,95.707,5.875,67,41.38,0.7,707.54,85.47,497,799,8.875,0.54,1178,1189,976,982,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17195,889,3,95.926,37.375,844,128.88,0.8,235.82,245.55,3,798,47.375,0.77,348,382,410,446,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17286,903,4,97.454,9.125,107,58.11,0.63,682.41,126.42,333,799,17.875,0.4,351,370,389,398,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17298,905,4,97.673,5.125,60,34.21,0.8,704.37,85.4,502,798,5.375,0.92,871,880,228,236,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17328,909,4,98.1,5.625,64,44.21,0.64,720.84,85.3,488,798,10.125,0.64,938,950,165,174,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17368,914,6,98.65,5.625,63,36.38,0.77,661.46,120.15,362,798,7.875,0.63,320,326,791,802,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17369,914,7,98.65,18.875,282,73.01,0.82,407.88,272.27,41,799,22.375,0.77,901,920,929,948,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17381,915,11,98.75,6.625,74,44.04,0.69,747.2,40.45,643,799,13.875,0.34,671,684,867,878,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17494,933,6,100.684,5.875,67,39.04,0.74,749.63,40.91,645,801,6.625,0.88,892,901,286,295,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17504,935,1,100.903,5.875,68,47.21,0.62,712.88,87.31,476,799,10.875,0.53,373,384,7,16,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17524,938,3,101.23,7.875,92,47.87,0.71,752.33,37.55,655,799,11.875,0.56,735,743,173,186,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17533,940,3,101.449,7.375,85,39.21,0.83,679.48,114.18,402,799,8.625,0.82,693,702,307,318,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17556,944,5,101.886,17.625,253,78.77,0.72,486.49,232.18,87,799,28.625,0.47,306,320,520,545,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17597,949,4,102.432,7.125,82,39.63,0.81,612.98,177.78,185,799,8.625,0.85,902,913,200,211,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17647,957,3,103.305,5.625,64,33.14,0.86,673.11,99.51,473,799,8.125,0.58,537,543,182,193,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17697,965,5,104.179,12.875,165,79.43,0.57,728.08,69.43,505,799,25.125,0.4,979,991,371,395,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17772,976,4,105.38,7.625,88,51.04,0.65,725.58,72.01,534,799,19.875,0.27,568,587,196,205,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17824,987,1,106.581,5.125,58,33.14,0.81,744.6,32.72,665,799,5.625,0.95,282,290,44,53,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17839,989,5,106.8,9.875,120,47.11,0.82,680.8,91.87,479,799,10.625,0.89,1013,1026,548,560,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17868,993,3,107.236,16.375,232,79.43,0.68,501.46,250.22,57,799,26.125,0.6,1124,1139,182,205,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17888,996,6,107.564,11.625,146,48.8,0.88,432.87,250.77,53,799,13.625,0.77,790,801,600,615,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17890,996,8,107.564,8.125,95,46.04,0.75,647.05,140.86,343,799,9.125,0.86,1232,1242,844,855,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17894,997,3,107.673,5.625,64,34.56,0.82,675.55,111.57,416,799,8.125,0.61,814,825,153,159,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17920,1000,4,108.001,7.375,84,39.8,0.82,605.67,154.05,276,797,10.625,0.58,392,405,493,500,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17926,1001,4,108.11,7.125,81,43.38,0.74,689.64,111.03,385,799,8.875,0.82,1238,1249,244,253,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
17982,1009,6,108.984,27.875,516,101.43,0.79,335.3,261.34,27,799,32.875,0.74,84,114,825,847,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
18003,1013,1,109.42,18.375,271,67.46,0.87,422,239.97,103,799,21.125,0.87,263,281,75,94,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
18085,1024,6,110.622,8.375,98,46.46,0.76,646.97,131.61,356,798,11.125,0.75,810,822,738,748,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,polysorbate,101
18100,1026,7,110.84,5.125,58,29.31,0.92,633.14,138.02,353,799,5.125,0.86,180,188,360,367,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18105,1027,4,110.949,6.125,69,34.8,0.85,684.67,84.72,519,798,8.875,0.58,400,409,611,621,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18193,1039,3,112.26,30.375,593,114.01,0.76,343.8,270.06,29,799,42.625,0.56,1241,1277,171,192,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18205,1041,1,112.478,10.375,125,52.21,0.76,651.02,112.1,422,799,18.125,0.4,1096,1115,62,71,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,dense fibral,101
18243,1046,4,113.024,10.375,126,48.56,0.82,706.21,71.98,552,799,13.875,0.74,562,573,187,199,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18301,1052,10,113.679,7.625,86,44.11,0.75,614.1,178.45,202,799,9.875,0.85,1041,1053,972,984,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18303,1053,1,113.788,5.875,67,33.38,0.87,639.96,156.17,261,799,7.375,0.81,1114,1122,94,104,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18320,1054,7,113.898,13.375,174,66.7,0.7,517.14,227.37,104,798,22.125,0.42,1151,1173,955,964,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,dense fibral,101
18397,1064,6,114.99,6.875,79,34.14,0.92,516.89,223.33,88,798,7.375,0.8,406,416,480,488,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18470,1075,5,116.191,9.375,111,57.87,0.65,731.69,54.08,593,799,20.875,0.34,1258,1268,309,330,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18584,1089,6,117.697,7.125,82,35.97,0.89,629,124.36,384,799,7.125,0.96,356,365,331,341,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18607,1092,4,118.007,7.125,81,38.73,0.82,645.32,142.79,281,796,11.125,0.53,866,878,297,305,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,dense globular,101
18651,1098,4,118.647,6.625,76,36.56,0.85,588.47,175.9,223,796,7.625,0.83,786,796,810,819,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18732,1108,2,119.713,12.625,163,52.87,0.86,465.19,250.54,71,797,14.625,0.79,430,443,89,105,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18739,1108,9,119.713,10.375,124,50.38,0.78,591.96,178.27,192,799,14.625,0.53,236,252,755,763,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18746,1109,5,119.822,5.125,60,38.63,0.71,737.67,55.64,590,798,7.875,0.73,1170,1179,501,510,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18787,1115,1,120.477,5.125,58,39.38,0.69,750.93,32.44,661,799,11.875,0.33,22,28,8,21,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18836,1121,9,121.133,5.875,68,41.04,0.71,710.97,85.45,478,799,8.125,0.74,937,945,656,667,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18842,1122,5,121.242,5.125,60,33.56,0.82,712.33,85.92,481,799,6.125,0.92,1249,1258,456,464,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18885,1128,6,121.897,7.125,80,39.8,0.8,750.11,41.36,632,799,8.625,0.73,765,776,669,678,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18899,1130,5,122.115,5.875,67,58.77,0.49,765.25,33.69,679,799,11.625,0.48,193,207,332,338,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18923,1133,5,122.443,7.875,91,40.97,0.83,737.81,43.5,619,798,12.375,0.53,686,700,509,517,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18963,1139,5,123.098,9.875,120,55.21,0.7,652.71,116.86,411,799,17.875,0.41,78,85,362,381,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
18982,1143,1,123.535,5.125,59,48.87,0.56,772.24,21.83,722,799,14.625,0.28,580,595,16,22,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19009,1146,1,123.863,18.375,273,66.7,0.88,393.54,276.83,17,799,19.375,0.87,810,829,109,127,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19024,1148,1,124.081,12.125,155,61.94,0.71,625.03,150.86,240,799,17.875,0.54,1160,1176,85,101,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19077,1156,6,124.955,14.125,188,79.25,0.61,559.83,235.67,71,799,18.125,0.93,827,844,402,421,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19092,1158,3,125.173,9.125,106,42.97,0.85,657.98,126.92,352,798,12.375,0.59,1131,1142,293,305,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19097,1159,2,125.282,7.625,88,46.14,0.72,704.93,69.16,559,799,14.875,0.36,950,966,137,143,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19153,1166,6,126.047,38.625,889,127.74,0.83,588.8,220.58,118,877,51.375,0.61,562,606,959,986,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,silicone oil,101
19238,1178,5,127.357,5.625,64,32.56,0.87,632.17,147.75,310,799,6.375,0.91,451,460,326,334,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19268,1183,3,127.903,5.875,66,34.97,0.82,735.36,48.71,639,797,7.875,0.71,1263,1273,206,214,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19275,1184,5,128.012,6.625,76,43.56,0.71,770.8,19.67,712,799,9.875,0.72,738,748,219,229,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19277,1184,7,128.012,5.125,60,37.8,0.73,737.1,42.87,649,797,11.125,0.42,294,301,677,689,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19339,1192,5,128.886,8.625,102,47.7,0.75,666.95,135.89,304,799,12.875,0.53,1056,1070,295,306,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19372,1196,5,129.323,6.125,69,34.56,0.85,695.75,92.22,454,799,6.625,0.8,391,401,403,411,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19407,1201,6,129.884,5.375,61,33.8,0.82,698.1,83.78,499,799,6.625,0.71,205,215,461,468,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19416,1202,7,129.993,26.875,488,97.84,0.8,365.27,288.58,0,799,31.875,0.77,301,325,647,673,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
19432,1204,5,130.212,5.875,68,43.97,0.66,752.79,37.24,664,798,15.125,0.29,108,124,752,759,FALSE,AHF_20151014_Galactic,16 GIV6 LN20150206_5200-3196_151014-134708,air bubble,101
